Company Name,GST ,Turn Over ,Region,City,Type ,Contact Person,Designation,Mobile Number,Email ID,LinkedIN Id,Website URL,Remarks ,Followup
SRI VETRI GANAPATHY INDUSTRIES,33AEJFS4798E1ZN, Rs. 0 to 40 lakhs ,SIDCO Kovilpalayam,Coimbatore,Machine shop,,,093458 56605,,,,,
IVA-Plast industries,33AAACG8238K1ZI,,SIDCO Kovilpalayam,Coimbatore,Plastic Wholesaler,,,079061 41910,,,,,
G.P Industries,33BDKPN7010F1ZU,Rs. 0 to 40 lakhs ,SIDCO Kovilpalayam,Coimbatore,Machine shop,,,095975 45469,,,,,
"TSUGAMI PRECISION ENGINEERING INDIA Pvt Ltd.,",33AADCT7614H1ZF,Rs. 100 Cr. to 500 Cr. ,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,044 6717 6717,,,http://www.tsugami.co.in/,,
MIKELIGHT ENGINEERING,33ABNFM8307N1ZR, Rs. 1.5 Cr. to 5 Cr.,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,,,,,,
S.M.R Engineering Industries,33ABKFS5118G1Z8,Rs. 40 lakhs to 1.5 Cr.,SIDCO Kovilpalayam,Coimbatore,Machinery parts manufacturer,,,099444 13590,,,https://smrengineering.in/,,
Alpine Tape Private Limited,33AAJCA6244L1ZJ,Rs. 5 Cr. to 25 Cr.,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,099525 19999,,,http://www.alpinetape.com/,,
Deepa crusher Machinery Manufacturers Private Limited,33AABCD1796N1ZD,: Rs. 25 Cr. to 100 Cr. ,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,080 4604 3679,,,http://deepacrushers.in/,,
Machinery manufacturing,,,SIDCO Kovilpalayam,Coimbatore,Machine shop,,,099766 82562,,,http://wwww.saiautomations.com/,,
Shumathi Industries,33AERPC4583P1ZW, Rs. 40 lakhs to 1.5 Cr. ,SIDCO Kovilpalayam,Coimbatore,Machine shop,,,094432 55419,,,,,
IDEAL SEAL TECH (Mechanical Seals manufacturer),33APZPV1532N1Z3,Rs. 0 to 40 lakhs ,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,090477 66618,,,http://www.idealsealtech.com/,,
Fine Fab India,,,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,098943 41473,,,http://www.finefabindia.in/,,
GKS Engineering Private Limited,33AABCG3923G1Z0,Rs. 1.5 Cr. to 5 Cr.,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,0422 267 2979,,,http://gks-india.com/,,
BA Metal Processing,,,SIDCO Kovilpalayam,Coimbatore,Metal fabricator,,,099447 92444,,,http://bametalprocessing.com/,,
Janatics HO E-25 Sidco Kuruchi,,,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,0422 267 2800,,,http://www.janatics.com/,,
Canle Valves Private Limited Coimbatore,,,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,0422 427 8072,,,https://www.canlevalve.com/,,
Vishal Plast India,33AMRPG9227C2Z2,Rs. 1.5 Cr. to 5 Cr.,SIDCO Kovilpalayam,Coimbatore,Plastic Products Supplier,,,093452 88119,,,https://www.vishalplastindia.com/,,
Auto Shell Perfect Moulder Limited,,,SIDCO Kovilpalayam,Coimbatore,Machining manufacturer,,,0422 429 5444,,,https://autoshell.com/,,
Grand precision india private limited,,,SIDCO Kovilpalayam,Coimbatore,Machine shop,,,080721 12414,,,,,
BRIGHT CONVEYOR SYSTEM PVT LTD,33AAHCB1532A1ZI, Rs. 0 to 40 lakhs ,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,099944 44187,,,https://udhaya-conveyor-solutions.ueniweb.com/,,
Nirvan Industries( Now Sri Krishnaa Udyog,33ACMPT2862R1ZQ,Rs. 40 lakhs to 1.5 Cr.,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,0422 297 6588,,,http://www.tabalightings.com/,,
Silmac Industries,33AAMFS3977Q1Z8, Rs. 0 to 40 lakhs ,SIDCO Kovilpalayam,Coimbatore,Machinery parts manufacturer,,,086103 56251,,,,,
INDIAN MAKE STEEL INDUSTRIES,33FAXPM0581G1ZC,Rs. 0 to 40 lakhs,SIDCO Kovilpalayam,Coimbatore,Furniture Manufacturer,,,095857 45303,,,https://api.whatsapp.com/send?phone=919585745303,,
SHRI GANAPATHY ENGINEERING WORKS,33ASYPG7094A1ZJ,Rs. 0 to 40 lakhs ,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,076390 79500,,,,,
Adhav Engineering,33CMTPM4294F1ZM, Rs. 0 to 40 lakhs ,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,098940 86087,,,,,
Alpha Craft Pvt Ltd,33CMTPM4294F1ZM,Rs. 0 to 40 lakhs,SIDCO Kovilpalayam,Coimbatore,Foundry,,,0422 221 8720,,,http://www.alphacraft.in/,,
Jayanthi Industries,,,SIDCO Kovilpalayam,Coimbatore,Metal fabricator,,,093633 07773,,,,,
Sri Bannari Amman industries,33AKWPM5592P1Z1,Rs. 40 lakhs to 1.5 Cr.,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,,,,,,
GowSai Castings India Private Limited,33AAFCG9678L1ZX, Rs. 40 lakhs to 1.5 Cr. ,SIDCO Kovilpalayam,Coimbatore,Foundry,,,0422 434 7696,,,,,
"KOVAI TOOLS, Sidco",33BMTPS7519E1ZL, Rs. 0 to 40 lakhs ,SIDCO Kovilpalayam,Coimbatore,Tool manufacturer,,,,,,,,
SOBI ENGINEERING WORKS,33AYFPS9735H1Z0, Rs. 1.5 Cr. to 5 Cr. ,SIDCO Kovilpalayam,Coimbatore,Machine shop,,,099945 84333,,,http://www.sobiengineeringworks.com/,,
SK ENGINEERING & EQUIPMENTS,33FFXPS5619A1Z3, Rs. 40 lakhs to 1.5 Cr.,SIDCO Kovilpalayam,Coimbatore,Material handling equipment supplier,,,,,,https://www.skengineeringequipments.com/,,
IRONBODY Fitness Equipment Manufacturer (Coimbatore),,,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,077097 66200,,,https://ironbody.in/,,
Sigma Industrial,,,SIDCO Kovilpalayam,Coimbatore,Metal fabricator,,,098940 79897,,,,,
Narayanan & Co,,,SIDCO Kovilpalayam,Coimbatore,Machinery parts manufacturer,,,090801 33656,,,,,
Mahalaxmi Button Industries,33ACBFM1570E1ZP,,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,063810 12096,,,,,
Sarvamangala Engineers Pvt Ltd,33AADCS8163J1Z5, Rs. 5 Cr. to 25 Cr. ,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,094431 95523,,,http://www.sarvamangalaengineers.com/,,
"Unique Hitech Engineering, (Sand Blasting Machine)",,,SIDCO Kovilpalayam,Coimbatore,Machinery parts manufacturer,,,095140 05554,,,https://www.uniqueblaster.com/,,
Sidco,,,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,,,,,,
Sovereign engineering company,33ATVPA9674J2Z0,Rs. 0 to 40 lakhs ,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,0422 267 2111,,,https://www.sovereignengineers.com/,,
Almech Enterprise,33AEKPK0792B1ZT,Rs. 0 to 40 lakhs,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,093631 22964,,,http://almech.com/,,
Dheepashree industries,33BDHPN6884Q1ZM,Rs. 40 lakhs to 1.5 Cr,SIDCO Kovilpalayam,Coimbatore,Machine shop,,,,,,,,
Elgi Rubber Company Ltd,33AABCE9596M1Z0,Rs. 100 Cr. to 500 Cr.,SIDCO Kovilpalayam,Coimbatore,Rubber products supplier,,,0422 232 1000,,,https://www.elgirubber.com/,,
SAN PRECISION ALLOYS PRIVATE LIMITED,33AAQCS5170A1ZI,Rs. 25 Cr. to 100 Cr.,SIDCO Kovilpalayam,Coimbatore,Tool manufacturer,,,0422 267 2126,,,http://sanprecisionalloys.com/,,
SARASWATHI AUTOMATON COIMBATORE,33ABLFS6177N1ZF, Rs. 40 lakhs to 1.5 Cr,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,,,,,,
Indo Shell Mould Limited (SENCO),,,SIDCO Kovilpalayam,Coimbatore,Foundry,,,0422 398 2600,,,http://www.indoshell.com/about_us.html,,
Srijayaganesh industries,33CTZPK7620L1ZZ,,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,,,,,,
Sankar Industries,33AVVPS3842E1Z8,Rs. 0 to 40 lakhs,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,,,,,,
Robomania India Private Limited,33AALCR7700C1ZO,Rs. 1.5 Cr. to 5 Cr.,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,076399 93325,,,http://www.robomania.in/,,
ABIRAMI INDUSTRIES,33JUPPS9935G1ZP, Rs. 0 to 40 lakhs ,SIDCO Kovilpalayam,Coimbatore,Metal industry suppliers,,,097906 12072,,,,,
Sri Krishna Industries,33CSTPP6960K1ZV, Rs. 0 to 40 lakhs,SIDCO Kovilpalayam,Coimbatore,Steel industry,,,094434 28378,,,,,
Kaliya industries,,,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,063814 43891,,,,,
K G K Industries,33AACFK3998F1Z8, Rs. 1.5 Cr. to 5 Cr. ,SIDCO Kovilpalayam,Coimbatore,Tool manufacturer,,,0422 267 2512,,,http://kgkindustries.com/,,
NITHYA INDUSTRIES,33AEPPM9640F1Z9,Rs. 0 to 40 lakhs,SIDCO Kovilpalayam,Coimbatore,Manufacturer,,,044 2267 3073,,,,,
COIMBATORE INDUSTRIAL PLASTICS,,,Coimbatore Industrial Estate - Chettipalayam,Coimbatore,Material handling equipment supplier,,,090928 55666,,,http://www.coimbatoreindustrialplastics.com/,,
LIGHT CRESCENT | Wire Rope Hoists,,,Coimbatore Industrial Estate - Chettipalayam,Coimbatore,Material handling equipment supplier,,,093421 46668,,,http://lightcrescent.com/,,
Sri Meenakshi Metals - Unit 2 · Visited link,,,Coimbatore Industrial Estate - Chettipalayam,Coimbatore,Steel fabricator,,,075400 87550,,,http://srimeenakshimetals.com/,,
Balu Iron and Steel Company,,,Coimbatore Industrial Estate - Chettipalayam,Coimbatore,Steel industry,,,0422 450 4500,,,http://biscosteels.com/,,
JEEVA INDUSTRIES,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Machining manufacturer,,,097900 65539,,,https://www.jeevaindustries.com/,,
TOP TECH INDUSTRIES,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Steel industry,,,,,,https://toptechindustries.com/,,
Dhruva Engineering,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,097888 12921,,,https://www.dhruvaengineering.com/,,
Sky Industrial Components,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,098422 66445,,,http://skyindustrialcomponents.com/,,
Anandham Industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,0422 266 7330,,,,,
Limra True Form Engineering,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,095665 92342,,,http://www.limtatfe.in/,,
ABC Industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,,,,http://www.abcindutries.co/,,
Ozone Engineers Private Limited,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Metal fabricator,,,085085 05566,,,http://www.ozoneengineers.com/,,
Classic industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Sheet metal contractor,,,099657 34911,,,,,
RAM INDUSTRIES,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,096267 11999,,,https://ramfabs.com/,,
Classik Industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Laser Cutting Service Provider,,,080 4860 2951,,,https://www.classikgroups.com/,,
Arrow Industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,088832 91929,,,https://arrowindustries.co/,,
FIVE STAR INDUSTRIES,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Machining manufacturer,,,,,,,,
Millwright Industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Fabrication Engineer,,,090425 31580,,,https://millwrightindustries.com/,,
A.k. industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,099444 58070,,,https://akindustriesind.in/,,
Sri Saravana Industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Business related,,,098431 16064,,,,,
Ms Industry,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,082200 47200,,,,,
K5 Wire Cuts,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Machine shop,,,098435 89102,,,http://k5wirecuts.com/,,
Deeps Manufacturing,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,077085 43277,,,http://www.deepsmanufacturing.com/,,
Deccan Industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,0422 253 1242,,,https://www.deccanindustries.com/,,
Auto Diecasting Company,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Machine shop,,,0422 253 8800,,,http://www.adc.co.in/,,
SPB Metal Casters,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,098428 31340,,,https://spbgroup.in/,,
PIONEER PRODUCTS,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Paper mill,,,097877 22444,,,http://www.pioneerpumps.in/,,
Jeeva's industries and engineering solutions,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Roofing contractor,,,096777 90745,,,,,
HARI OM ROOFING INDUSTRIES,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Appliance store,,,094426 12123,,,http://hariomroofing.com/,,
KUMAR INDUSTRIES,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Machine workshop,,,097895 17516,,,,,
Ram Industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,,,,,,
Taro Pumps - Texmo Industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Steelwork design service,,,1800 102 8888,,,http://www.taropumps.com/,,
Jeeva steel industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Water Pump Supplier,,,096009 42722,,,,,
Ideal Pumps,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Industrial equipment supplier,,,0422 266 9166,,,,,
Vijayalakshmi industries,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Foundry,,,098435 74548,,,,,
Indo Shell Mould Limited (SENCO),,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Foundry,,,0422 398 2600,,,http://www.indoshell.com/about_us.html,,
Alpha Craft Pvt Ltd,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Suppliers,,,0422 221 8720,,,http://www.alphacraft.in/,,
V. K. Engineering & Company,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Business related,,,098944 99992,,,http://www.flowwrapmachines.com/,,
Dynamic Engineering,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Metal fabricator,,,063806 93923,,,,,
Jagadevi Engineering Works,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,Manufacturer,,,,,,http://www.indiamart.com/jagadeviengineeringworks.com,,
Brown & Company,,,DVP Industrial Estate – Chinnavedampatti,Coimbatore,,,,080 4896 7107,,,https://www.browncard.co.in/,,
